0.564,0.38,0.873,199.176,1937
0.555,0.35,0.769,120.607,1937
0.812,0.252,0.952,114.045,1937
0.78,0.314,0.607,113.281,1937
0.818,0.49,0.966,105.813,1937
0.702,0.306,0.845,116.629,1937
0.548,0.545,0.806,155.924,1937
0.626,0.34,0.823,101.977,1937
0.823,0.284,0.849,116.289,1937
0.67,0.356,0.886,126.54,1937
0.687,0.372,0.923,145.687,1937
0.594,0.386,0.753,159.195,1937
0.586,0.477,0.89,110.272,1937
0.52,0.417,0.641,174.6,1937
0.567,0.379,0.731,122.964,1937
0.573,0.502,0.589,172.192,1937
0.78,0.438,0.817,133.305,1937
0.659,0.331,0.906,102.377,1937
0.578,0.438,0.863,137.186,1937
0.587,0.605,0.643,85.552,1937
0.666,0.456,0.966,134.817,1937
0.639,0.597,0.744,143.884,1937
0.49,0.443,0.651,142.131,1937
0.738,0.314,1,119.255,1937
0.5,0.237,0.816,149.213,1938
0.468,0.195,0.0789,67.586,1938
0.416,0.293,0.512,84.864,1938
0.391,0.512,0.554,178.869,1938
0.688,0.216,0.55,140.332,1938
0.504,0.223,0.416,108.947,1938
0.472,0.731,0.557,132.747,1938
0.799,0.13,0.503,132.477,1938
0.644,0.0544,0.5,88.472,1938
0.311,0.169,0.188,106.766,1939
0.484,0.148,0.428,104.645,1939
0.609,0.0304,0.477,98.888,1939
0.271,0.219,0.375,74.68,1939
0.232,0.261,0.154,87.787,1939
0.21,0.254,0.139,87.643,1939
0.359,0.144,0.222,86.167,1939
0.439,0.419,0.901,207.68,1939
0.439,0.19,0.233,83.508,1939
0.249,0.276,0.268,75.789,1939
0.289,0.178,0.192,138.205,1939
0.354,0.414,0.469,115.038,1939
0.475,0.483,0.413,103.296,1939
0.693,0.324,0.639,132.454,1939
0.81,0.16,0.759,131.56,1939
0.468,0.517,0.695,90.145,1939
0.461,0.173,0.24,83.503,1939
0.292,0.187,0.18,89.873,1939
0.528,0.501,0.88,102.721,1939
0.402,0.289,0.494,85.407,1939
0.553,0.15,0.505,120.869,1939
0.703,0.72,0.823,115.688,1940
0.761,0.313,0.874,98.202,1940
0.677,0.552,0.893,110.589,1940
0.699,0.362,0.757,165.805,1940
0.777,0.362,0.771,105.953,1940
0.78,0.47,0.817,104.884,1940
0.687,0.383,0.736,105.703,1940
0.606,0.438,0.933,100.05,1940
0.591,0.298,0.513,94.886,1940
0.394,0.475,0.255,86.613,1941
0.246,0.19,0.0657,124.47,1941
0.255,0.163,0.155,166.156,1941
0.482,0.306,0.747,178.46,1942
0.56,0.15,0.214,136.225,1942
0.63,0.696,0.698,75.809,1942
0.619,0.43,0.389,81.277,1942
0.442,0.487,0.705,156.1,1942
0.448,0.275,0.594,110.917,1942
0.592,0.571,0.645,141.42,1942
0.805,0.173,0.416,117.107,1942
0.598,0.526,0.833,173.543,1942
0.523,0.136,0.286,104.449,1942
0.623,0.286,0.733,160.089,1944
0.463,0.287,0.662,70.684,1944
0.67,0.459,0.814,91.635,1944
0.471,0.427,0.747,172.197,1944
0.437,0.19,0.381,84.456,1944
0.413,0.108,0.331,178.567,1944
0.457,0.329,0.791,185.058,1944
0.782,0.496,0.899,110.167,1944
0.473,0.299,0.746,108.341,1944
0.612,0.282,0.565,87.36,1944
0.729,0.61,0.956,131.215,1944
0.529,0.0967,0.289,114.57,1944
0.399,0.588,0.706,206.026,1944
0.496,0.436,0.792,145.511,1944
0.419,0.259,0.598,166.622,1944
0.394,0.427,0.793,209.588,1944
0.488,0.308,0.798,185.988,1944
0.412,0.404,0.738,145.13,1944
0.392,0.279,0.65,170.639,1944
0.622,0.252,0.474,76.881,1944
0.573,0.533,0.797,110.749,1944
0.444,0.307,0.777,103.948,1944
0.626,0.45,0.699,96.033,1944
0.551,0.476,0.791,73.445,1944
0.514,0.629,0.655,129.556,1944
0.605,0.133,0.351,92.829,1945
0.571,0.69,0.872,126.802,1945
0.648,0.365,0.805,93.879,1945
0.3,0.223,0.208,77.397,1945
0.627,0.684,0.832,133.927,1945
0.494,0.0916,0.15,72.125,1945
0.631,0.61,0.847,134.761,1945
0.739,0.378,0.519,127.248,1945
0.421,0.658,0.698,79.252,1945
0.495,0.75,0.699,133.865,1945
0.527,0.673,0.766,131.298,1945
0.323,0.156,0.0964,87.87,1945
0.362,0.819,0.444,160.051,1945
0.549,0.68,0.597,133.638,1945
0.622,0.54,0.85,111.111,1945
0.474,0.427,0.82,185.959,1945
0.344,0.125,0.13,92.282,1945
0.5,0.164,0.184,72.099,1945
0.384,0.122,0.0918,105.358,1945
0.369,0.15,0.129,172.762,1945
0.663,0.249,0.519,116.465,1945
0.509,0.179,0.257,108.86,1945
0.579,0.436,0.698,144.071,1945
0.51,0.229,0.477,138.229,1945
0.512,0.235,0.405,116.898,1945
0.558,0.149,0.187,51.98,1945
0.442,0.221,0.285,103.808,1945
0.552,0.371,0.704,130.333,1945
0.581,0.318,0.691,124.527,1945
0.479,0.153,0.275,108.863,1945
0.552,0.151,0.259,119.757,1945
0.509,0.271,0.661,104.158,1945
0.611,0.142,0.312,120.091,1945
0.542,0.318,0.295,130.742,1945
0.635,0.378,0.433,148.024,1945
0.41,0.0755,0.21,99.335,1945
0.615,0.294,0.68,139.725,1945
0.51,0.336,0.65,154.503,1945
0.431,0.383,0.583,183.564,1945
0.518,0.361,0.527,134.428,1945
0.662,0.421,0.783,126.234,1945
0.363,0.225,0.361,81.567,1945
0.573,0.365,0.539,169.744,1945
0.56,0.33,0.561,147.266,1945
0.376,0.119,0.14,80.452,1945
0.512,0.205,0.621,157.469,1945
0.653,0.461,0.594,120.427,1945
0.336,0.155,0.131,95.853,1945
0.531,0.0957,0.0536,95.226,1945
0.434,0.254,0.578,135.673,1945
0.56,0.42,0.796,117.175,1945
0.598,0.0602,0.467,102.62,1946
0.321,0.0974,0.238,115.91,1946
0.572,0.126,0.848,167.567,1946
0.725,0.145,0.885,93.168,1946
0.646,0.0924,0.551,119.494,1946
0.576,0.263,0.904,179.711,1946
0.69,0.138,0.687,131.237,1946
0.742,0.193,0.921,103.117,1946
0.651,0.0575,0.783,140.377,1946
0.384,0.214,0.502,108.359,1946
0.426,0.321,0.868,77.016,1946
0.424,0.0464,0.197,83.414,1946
0.616,0.67,0.552,87.096,1946
0.487,0.343,0.745,178.254,1946
0.491,0.382,0.612,179.106,1946
0.44,0.559,0.7,156.691,1946
0.648,0.508,0.957,123.674,1946
0.597,0.445,0.905,77.132,1946
0.413,0.316,0.8,190.631,1946
0.499,0.537,0.597,94.972,1946
0.44,0.498,0.473,157.59,1946
0.553,0.61,0.494,157.474,1946
0.51,0.553,0.787,87.269,1946
0.488,0.503,0.8,79.248,1946
0.596,0.518,0.802,97.619,1946
0.583,0.552,0.489,153.163,1946
0.389,0.469,0.566,88.729,1946
0.8,0.207,0.954,114.262,1947
0.502,0.361,0.821,188.569,1947
0.279,0.416,0.263,96.506,1948
0.429,0.891,0.391,110.338,1948
0.376,0.277,0.172,106.856,1948
0.503,0.558,0.395,153.991,1948
0.469,0.784,0.361,80.647,1948
0.428,0.669,0.31,93.148,1948
0.5,0.532,0.558,133.122,1948
0.337,0.865,0.226,81.027,1948
0.413,0.753,0.344,99.034,1948
0.545,0.123,0.0385,79.168,1949
0.487,0.0882,0.0799,81.904,1949
0.461,0.103,0.453,74.661,1949
0.248,0.219,0.0946,76.779,1949
0.628,0.26,0.622,93.237,1949
0.287,0.0571,0.221,62.517,1949
0.601,0.266,0.782,90.696,1949
0.229,0.0636,0.093,76.353,1949
0.404,0.151,0.281,88.933,1949
0.437,0.0848,0.356,80.439,1949
0.603,0.275,0.903,182.346,1949
0.298,0.243,0.096,76.873,1949
0.656,0.195,0.624,96.39,1949
0.357,0.259,0.323,83.354,1949
0.458,0.271,0.76,177.566,1949
0.224,0.244,0.0795,140.083,1949
0.534,0.311,0.734,174.717,1949
0.503,0.225,0.532,119.615,1949
0.418,0.159,0.199,69.673,1949
0.437,0.148,0.454,148.994,1949
0.464,0.106,0.526,103.987,1949
0.604,0.175,0.594,103.905,1949
0.391,0.114,0.304,133.918,1949
0.439,0.173,0.706,178.317,1949
0.261,0.748,0.298,164.909,1949
0,0.0947,0,0,1949
0.494,0.617,0.669,131.452,1949
0.533,0.663,0.534,98.718,1949
0.406,0.772,0.479,143.429,1949
0.516,0.378,0.605,81.26,1949
0.418,0.31,0.801,177.775,1949
0.504,0.305,0.641,145.707,1949
0.522,0.305,0.638,142.556,1949
0.429,0.367,0.641,175.194,1949
0.379,0.0844,0.259,93.645,1949
0.545,0.176,0.15,130.446,1949
0.695,0.0481,0.364,111.717,1949
0.594,0.0898,0.143,100.132,1949
0.545,0.0729,0.548,144.524,1949
0.427,0.0811,0.298,74.849,1949
0.394,0.0465,0.213,54.203,1949
0.636,0.0625,0.542,108.074,1949
0.466,0.176,0.711,98.736,1949
0.474,0.227,0.699,67.616,1949
0.539,0.195,0.743,127.786,1949
0.582,0.165,0.677,100.403,1949
0.49,0.194,0.21,131.549,1949
0.392,0.115,0.329,64.292,1949
0.436,0.276,0.706,106.083,1949
0.482,0.109,0.686,88.175,1949
0.41,0.223,0.521,73.406,1949
0.472,0.627,0.728,122.714,1949
0.559,0.604,0.617,80.267,1949
0.245,0.143,0.068,102.225,1950
0.198,0.215,0.0659,103.128,1950
0.255,0.273,0.114,135.461,1950
0.232,0.272,0.154,117.109,1950
0.234,0.237,0.101,106.046,1950
0.177,0.159,0.0498,82.885,1950
0.302,0.466,0.865,81.642,1950
0.523,0.313,0.819,77.535,1950
0.436,0.249,0.213,94.536,1950
0.369,0.625,0.842,82.479,1950
0.615,0.247,0.648,135.77,1950
0.569,0.136,0.649,127.594,1950
0.42,0.101,0.127,100.499,1950
0.482,0.115,0.617,70.732,1950
0.497,0.0633,0.149,57.25,1950
0.37,0.0751,0.126,99.451,1950
0.615,0.149,0.616,131.28,1950
0.537,0.0489,0.184,216.359,1950
0.508,0.103,0.158,137.164,1950
0.313,0.116,0.255,74.071,1950
0.637,0.249,0.701,91.095,1950
0.48,0.0845,0.543,133.518,1950
0.58,0.147,0.592,124.738,1950
0.481,0.134,0.615,133.259,1950
0.551,0.112,0.659,126.778,1950
0.603,0.154,0.578,112.459,1950
0.275,0.0957,0.182,84.229,1950
0.626,0.152,0.724,117.094,1950
0.732,0.0717,0.505,111.258,1950
0.649,0.0671,0.493,112.753,1950
0.573,0.15,0.488,133.008,1950
0.633,0.0991,0.656,136.416,1950
0.648,0.045,0.536,116.102,1950
0.588,0.182,0.723,177.132,1950
0.407,0.233,0.266,99.355,1950
0.373,0.129,0.269,66.689,1950
0.335,0.505,0.267,127.36,1950
0.584,0.38,0.354,85.552,1950
0.162,0.252,0.0557,69.08,1950
0.351,0.147,0.324,69.228,1950
0.772,0.211,0.428,118.649,1950
0.658,0.174,0.642,90.106,1950
0.637,0.227,0.45,139.265,1950
0.348,0.467,0.717,176.542,1951
0.427,0.566,0.861,77.832,1951
0.553,0.0902,0.289,89.369,1951
0.508,0.15,0.252,173.36,1951
0.621,0.0564,0.222,121.241,1951
0.662,0.349,0.54,108.219,1951
0.628,0.139,0.629,97.071,1951
0.529,0.0728,0.41,80.109,1951
0.645,0.112,0.759,113.075,1951
0.467,0.0741,0.117,68.563,1951
0.51,0.121,0.245,75.637,1951
0.659,0.219,0.569,82.669,1951
0.542,0.331,0.714,102.678,1951
0.69,0.164,0.579,80.1,1951
0.567,0.125,0.183,75.996,1951
0.664,0.188,0.425,79.936,1951
0.693,0.27,0.705,143.991,1951
0.781,0.139,0.331,116.013,1951
0.528,0.132,0.268,89.915,1951
0.677,0.138,0.689,113.033,1951
0.551,0.263,0.611,88.055,1951
0.539,0.328,0.772,101.886,1951
0.655,0.157,0.406,83.572,1951
0.568,0.0817,0.372,80.918,1951
0.645,0.313,0.685,108.368,1951
0.68,0.217,0.35,110.391,1951
0.541,0.121,0.279,76.082,1951
0.674,0.0817,0.408,124.677,1951
0.637,0.0927,0.252,124.914,1951
0.595,0.107,0.111,72.243,1951
0.589,0.185,0.522,97.154,1951
0.681,0.218,0.507,80.588,1951
0.625,0.268,0.528,98.916,1951
0.682,0.483,0.685,131.519,1951
0.354,0.509,0.839,172.881,1951
0.446,0.642,0.712,86.754,1951
0.356,0.512,0.877,154.956,1951
0.533,0.325,0.718,75.954,1951
0.473,0.498,0.906,88.521,1951
0.41,0.28,0.326,142.22,1951
0.388,0.336,0.541,70.45,1951
0.331,0.594,0.814,165.173,1951
0.59,0.485,0.816,142.903,1951
0.64,0.31,0.577,123.003,1951
0.427,0.398,0.807,156.99,1951
0.789,0.132,0.167,110.939,1951
0.602,0.171,0.408,68.971,1951
0.561,0.284,0.693,97.374,1951
0.367,0.0972,0.316,77.422,1951
0.525,0.216,0.485,143.637,1951
0.566,0.213,0.648,137.711,1951
0.682,0.165,0.504,79.421,1951
0.446,0.228,0.653,107.336,1951
0.405,0.288,0.655,150.08,1951
0.58,0.406,0.909,119.7,1951
0.487,0.333,0.682,107.074,1951
0.483,0.377,0.681,111.276,1951
0.419,0.256,0.809,96.935,1951
0.452,0.278,0.767,114.802,1951
0.546,0.365,0.847,104.933,1951
0.536,0.294,0.825,127.027,1951
0.694,0.365,0.859,134.702,1951
0.361,0.44,0.729,157.563,1951
0.542,0.32,0.206,116.648,1951
0.553,0.317,0.169,72.518,1951
0.612,0.656,0.604,130.837,1951
0.599,0.765,0.857,99.131,1951
0.48,0.325,0.396,123.709,1951
0.408,0.239,0.169,140.323,1951
0.71,0.454,0.257,105.799,1951
0.423,0.469,0.523,187.001,1951
0.588,0.63,0.699,111.102,1951
0.642,0.584,0.89,103.566,1951
0.347,0.395,0.257,177.335,1951
0.61,0.637,0.803,100.471,1951
0.586,0.597,0.624,113.457,1951
0.453,0.737,0.618,182.357,1951
0.395,0.539,0.568,188.31,1951
0.482,0.355,0.145,79.898,1951
0.557,0.22,0.174,143.874,1951
0.651,0.563,0.726,104.051,1951
0.623,0.85,0.696,128.922,1951
0.408,0.366,0.425,165.319,1951
0.635,0.828,0.785,125.946,1951
0.586,0.136,0.376,65.278,1951
0.66,0.314,0.611,90.502,1951
0.514,0.51,0.623,151.362,1951
0.655,0.3,0.359,127.522,1951
0.677,0.117,0.178,120.085,1951
0.477,0.0912,0.107,106.914,1951
0.577,0.152,0.391,63.317,1951
0.506,0.503,0.927,147.335,1951
0.527,0.166,0.397,111.207,1952
0.475,0.271,0.497,97.954,1952
0.214,0.108,0.214,81.702,1952
0.42,0.273,0.386,117.879,1952
0.384,0.216,0.377,117.497,1952
0.332,0.123,0.246,137.652,1952
0.399,0.657,0.653,86.856,1952
0.461,0.462,0.758,81.715,1952
0.417,0.53,0.894,167.953,1952
0.387,0.247,0.556,59.273,1952
0.498,0.308,0.705,88.375,1952
0.488,0.722,0.842,135.091,1952
0.528,0.162,0.199,71.606,1952
0.479,0.0858,0.222,85.983,1952
0.515,0.475,0.885,151.952,1952
0.308,0.308,0.355,116.145,1952
0.363,0.388,0.617,171.535,1952
0.438,0.351,0.566,156.217,1952
0.409,0.434,0.645,158.394,1952
0.355,0.0994,0.173,133.273,1952
0.557,0.582,0.899,119.359,1952
0.45,0.0865,0.321,138.96,1952
0.426,0.0514,0.107,141.145,1952
0.507,0.154,0.44,170.148,1952
0.503,0.0618,0.186,120.863,1952
0.71,0.171,0.634,147.15,1952
0.474,0.0629,0.191,68.205,1952
0.691,0.148,0.707,89.392,1952
0.495,0.0419,0.191,64.046,1952
0.698,0.134,0.562,78.942,1952
0.651,0.133,0.634,145.289,1952
0.708,0.185,0.707,145.693,1952
0.657,0.147,0.56,152.971,1952
0.475,0.021,0.203,79.019,1952
0.366,0.094,0.252,68.44,1952
0.434,0.0956,0.192,66.528,1952
0.639,0.156,0.523,125.859,1952
0.574,0.168,0.87,183.678,1952
0.704,0.194,0.895,118.835,1952
0.373,0.0292,0.153,67.011,1952
0.538,0.0796,0.0966,72.548,1952
0.468,0.101,0.105,69.459,1952
0.449,0.181,0.176,135.227,1952
0.667,0.0836,0.151,93.79,1952
0.479,0.064,0.287,94.01,1952
0.55,0.0665,0.206,89.12,1952
0.444,0.0889,0.0872,78.334,1952
0.533,0.299,0.699,85.25,1952
0.526,0.0944,0.0631,131.435,1952
0.603,0.0948,0.304,74.384,1952
0.7,0.216,0.403,128.02,1952
0.589,0.208,0.574,88.174,1952
0.444,0.0629,0.111,137.13,1952
0.586,0.0563,0.294,76.645,1952
0.553,0.152,0.604,173.401,1952
0.486,0.0693,0.205,136.875,1952
0.495,0.119,0.213,137.704,1952
0.747,0.116,0.352,96.057,1952
0.73,0.129,0.398,106.362,1952
0.542,0.35,0.823,133.79,1952
0.442,0.121,0.114,63.835,1952
0.552,0.107,0.163,149.433,1952
0.681,0.239,0.267,111.461,1952
0.431,0.253,0.659,76.364,1952
0.69,0.123,0.32,94.05,1952
0.584,0.123,0.278,75.492,1952
0.606,0.0275,0.399,75.607,1952
0.673,0.265,0.677,77.64,1952
0.437,0.0373,0.18,129.983,1952
0.409,0.234,0.289,130.604,1952
0.496,0.0435,0.21,64.559,1952
0.493,0.123,0.444,66.934,1952
0.444,0.0834,0.418,130.932,1952
0.531,0.215,0.543,78.147,1952
0.443,0.107,0.312,118.907,1952
0.415,0.308,0.714,137.838,1952
0.597,0.181,0.693,82.526,1952
0.464,0.323,0.839,143.409,1952
0.404,0.0679,0.636,64.859,1952
0.407,0.0535,0.155,72.709,1952
0.711,0.152,0.595,104.726,1952
0.556,0.248,0.651,135.961,1952
0.549,0.3,0.653,110.306,1952
0.55,0.283,0.571,145.897,1952
0.642,0.268,0.758,120.482,1952
0.611,0.0918,0.256,139.275,1952
0.63,0.173,0.535,111.606,1952
0.448,0.105,0.457,187.582,1952
0.504,0.599,0.713,164.827,1952
0.571,0.496,0.439,90.705,1952
0.597,0.334,0.107,66.871,1952
0.531,0.468,0.551,156.713,1952
0.461,0.454,0.298,142.197,1952
0.588,0.283,0.132,120.188,1952
0.437,0.545,0.56,181.452,1952
0.5,0.636,0.8,110.106,1952
0.499,0.516,0.775,147.939,1952
0.701,0.233,0.752,122.071,1952
0.447,0.518,0.697,171.051,1952
0.54,0.536,0.601,156.606,1952
0.504,0.527,0.823,150.541,1952
0.349,0.485,0.758,184.635,1952
0.512,0.463,0.438,95.696,1952
0.448,0.578,0.724,165.013,1952
0.523,0.612,0.773,105.637,1952
0.462,0.509,0.792,156.655,1952
0.48,0.152,0.143,75.232,1953
0.416,0.21,0.53,81.154,1953
0.696,0.0718,0.32,67.634,1953
0.517,0.389,0.862,155.48,1953
0.463,0.183,0.238,80.578,1953
0.557,0.33,0.617,95.294,1953
0.331,0.223,0.19,168.3,1953
0.476,0.18,0.55,171.377,1953
0.514,0.509,0.549,134.608,1953
0.597,0.47,0.696,109.053,1953
0.603,0.487,0.473,122.045,1953
0.488,0.536,0.589,149.833,1953
0.75,0.355,0.554,103.184,1953
0.643,0.452,0.703,122.337,1953
0.589,0.401,0.451,113.306,1953
0.408,0.612,0.678,142.387,1953
0.549,0.444,0.759,78.314,1953
0.471,0.128,0.592,144.626,1953
0.183,0.128,0.0782,70.48,1953
0.195,0.089,0.0404,174.486,1953
0.459,0.161,0.487,145.983,1953
0.447,0.445,0.363,81.49,1953
0.371,0.306,0.456,94.693,1953
0.415,0.386,0.436,133.711,1953
0.296,0.346,0.239,87.694,1953
0.299,0.305,0.142,49.92,1953
0.592,0.675,0.688,118.534,1953
0.357,0.373,0.563,129.11,1953
0.429,0.62,0.387,136.039,1953
0.52,0.724,0.743,118.785,1953
0.352,0.302,0.446,167.466,1953
0.365,0.562,0.332,130.242,1953
0.531,0.401,0.627,136.546,1953
0.444,0.376,0.523,78.772,1953
0.398,0.384,0.495,162.57,1953
0.328,0.56,0.368,131.434,1953
0.324,0.35,0.341,117.735,1953
0.726,0.43,0.817,124.102,1953
0.741,0.317,0.827,129.2,1953
0.616,0.423,0.817,143.379,1953
0.621,0.43,0.767,119.275,1953
0.488,0.089,0.105,116.471,1953
0.646,0.284,0.768,105.401,1953
0.381,0.0229,0.253,117.444,1953
0.616,0.382,0.64,99.361,1953
0.52,0.0434,0.216,64.632,1953
0.647,0.19,0.581,134.886,1953
0.5,0.311,0.521,110.402,1953
0.731,0.413,0.859,129.08,1953
0.666,0.258,0.686,104.992,1953
0.492,0.0859,0.329,132.379,1953
0.473,0.615,0.708,160.213,1953
0.589,0.515,0.716,78.861,1953
0.646,0.631,0.879,116.548,1953
0.545,0.335,0.554,139.696,1953
0.652,0.513,0.746,119.792,1953
0.496,0.592,0.749,166.845,1953
0.498,0.321,0.578,80.277,1953
0.65,0.612,0.919,102.128,1953
0.612,0.676,0.927,125.528,1953
0.629,0.677,0.912,125.906,1953
0.482,0.569,0.672,175.668,1953
0.61,0.397,0.522,94.519,1953
0.441,0.656,0.684,80.971,1953
0.423,0.164,0.696,137.987,1953
0.473,0.185,0.653,141.383,1953
0.611,0.232,0.401,137.555,1953
0.229,0.168,0.183,93.631,1953
0.449,0.368,0.826,204.787,1953
0.235,0.174,0.263,186.707,1953
0.53,0.305,0.753,123.801,1953
0.559,0.4,0.684,134.139,1953
0.637,0.23,0.453,127.061,1953
0.571,0.169,0.261,104.469,1953
0.497,0.368,0.837,142.298,1953
0.451,0.199,0.217,110.891,1953
0.788,0.191,0.821,92.668,1953
0.794,0.0922,0.238,93.27,1953
0.658,0.262,0.893,97.027,1953
0.632,0.315,0.634,117.708,1953
0.54,0.146,0.267,72.57,1953
0.654,0.191,0.168,71.853,1953
0.459,0.18,0.622,166.889,1953
0.535,0.135,0.552,83.841,1953
0.606,0.0897,0.35,113.576,1953
0.624,0.0735,0.333,113.713,1953
0.414,0.1,0.55,113.23,1953
0.706,0.308,0.831,113.408,1953
0.511,0.164,0.187,124.385,1953
0.55,0.459,0.872,106.43,1953
0.509,0.537,0.867,118.876,1953
0.488,0.429,0.349,130.212,1953
0.352,0.471,0.589,173.581,1953
0.485,0.367,0.375,116.677,1953
0.427,0.234,0.285,115.193,1953
0.466,0.678,0.697,138.601,1953
0.55,0.311,0.782,112.477,1953
0.645,0.301,0.791,96.447,1953
0.627,0.237,0.516,71.377,1953
0.639,0.0868,0.292,79.373,1953
0.48,0.295,0.758,122.589,1953
0.617,0.217,0.606,107.443,1953
0.489,0.126,0.132,82.525,1953
0.378,0.113,0.129,72.904,1953
0.639,0.235,0.593,76.644,1953
0.521,0.114,0.36,127.983,1953
0.593,0.263,0.595,86.288,1953
0.592,0.305,0.692,115.158,1953
0.746,0.203,0.544,130.434,1953
0.476,0.191,0.406,96.665,1953
0.519,0.348,0.809,131.124,1953
0.596,0.281,0.433,79.305,1953
0.713,0.197,0.486,116.361,1953
0.613,0.348,0.813,110.517,1953
0.457,0.097,0.363,163.799,1953
0.499,0.224,0.461,98.413,1953
0.567,0.265,0.794,99.952,1953
0.458,0.458,0.892,110.974,1953
0.56,0.141,0.377,127.177,1953
0.473,0.298,0.611,119.041,1953
0.604,0.391,0.784,114.531,1953
0.56,0.312,0.847,103.856,1953
0.465,0.413,0.909,178.088,1953
0.597,0.44,0.851,111.213,1953
0.507,0.171,0.67,93.962,1953
0.409,0.315,0.671,170.317,1953
0.497,0.392,0.697,95.298,1953
0.536,0.179,0.628,83.147,1953
0.543,0.326,0.82,112.564,1953
0.539,0.442,0.811,135.054,1953
0.556,0.0625,0.557,136.93,1953
0.578,0.242,0.779,112.691,1953
0.499,0.0219,0.489,113.466,1953
0.546,0.889,0.883,117.495,1953
0.339,0.599,0.586,153.322,1953
0.395,0.201,0.177,92.276,1953
0.341,0.167,0.391,148.366,1953
0.299,0.375,0.282,85.425,1953
0.412,0.33,0.838,71.86,1953
0.309,0.391,0.357,167.548,1953
0.291,0.337,0.276,174.788,1953
0.332,0.329,0.348,148.983,1953
0.495,0.359,0.676,86.229,1953
0.493,0.582,0.783,90.988,1953
0.334,0.361,0.289,87.355,1953
0.358,0.285,0.163,137.183,1953
0.394,0.544,0.791,72.436,1953
0.553,0.523,0.659,96.485,1953
0.474,0.394,0.451,79.376,1953
0.378,0.354,0.215,92.271,1953
0.318,0.265,0.163,81.131,1953
0.431,0.847,0.493,138.758,1953
0.464,0.396,0.303,95.863,1953
0.469,0.26,0.411,73.962,1953
0.317,0.21,0.255,167.342,1953
0.514,0.285,0.224,96.88,1953
0.623,0.193,0.208,110.363,1953
0.494,0.0835,0.667,83.549,1953
0.552,0.0764,0.181,119.935,1953
0.471,0.269,0.391,171.115,1953
0.481,0.27,0.281,97.164,1953
0.446,0.245,0.594,172.848,1953
0.579,0.0889,0.224,67.53,1953
0.456,0.262,0.375,159.323,1953
0.535,0.424,0.808,85.196,1953
0.519,0.129,0.398,127.858,1953
0.54,0.339,0.57,84.666,1953
0.428,0.495,0.656,186.229,1953
0.43,0.375,0.696,172.049,1953
0.363,0.107,0.316,57.503,1953
0.555,0.467,0.761,129.96,1953
0.535,0.441,0.733,130.882,1953
0.518,0.498,0.684,122.952,1953
0.494,0.4,0.627,86.954,1953
0.679,0.693,0.891,123.763,1954
0.677,0.404,0.696,93.93,1954
0.664,0.549,0.654,128.947,1954
0.389,0.596,0.85,153.506,1954
0.599,0.404,0.62,118.556,1954
