artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
Don Williams,[196248],0.715,0.238,0.486,108.131,-21.114,1,9,0.579,0.000931,0.138,0.0317,0,251600,47,1987,1/1/1987,Good Ole Boys Like Me - Single Version
Don Williams,[196248],0.92,0.399,0.966,110.824,-17.627,1,5,0.129,8.66E-06,0.0721,0.0608,0,146733,47,1987,1/1/1987,It Must Be Love - Single Version
Don Williams,[196248],0.554,0.211,0.331,130.071,-15.603,1,1,0.923,0.000438,0.117,0.029,0,169560,53,1975,4/4/1975,You're My Best Friend
Don Williams,[196248],0.622,0.466,0.71,97.583,-14.558,1,9,0.868,0.888,0.108,0.0257,0,170800,51,1977,1/17/1977,**** Broken Hearts Never Mend
Don Williams,[196248],0.633,0.433,0.816,97.527,-16.442,1,9,0.228,0.0775,0.0751,0.0264,0,168360,42,1987,1/1/1987,**** Broken Hearts Never Mend - Single Version
Don Williams,[196248],0.655,0.147,0.568,80.358,-24.39,1,9,0.742,0.0304,0.0899,0.0312,0,203453,36,1975,1/1/1975,I ****** A Gypsy Woman
Don Williams,[196248],0.549,0.372,0.748,174.24,-18.476,1,2,0.263,0.00483,0.0932,0.0324,0,248000,37,1987,1/1/1987,"Lord, I Hope This Day Is Good - Single Version"
Don Williams,[196248],0.496,0.196,0.207,102.942,-16.85,1,7,0.631,0.0473,0.102,0.0284,0,174347,43,1978,8/23/1978,Lay Down Beside Me
Don Williams,[196248],0.525,0.138,0.313,129.458,-20.38,1,1,0.935,0.00646,0.126,0.0306,0,167733,36,1987,1/1/1987,You're My Best Friend - Single Version
Don Williams,[196248],0.64,0.309,0.446,113.226,-15.443,1,8,0.626,0.000224,0.117,0.0296,0,190600,37,1987,1/1/1987,Amanda
Don Williams,[196248],0.808,0.32,0.743,123.688,-20.923,1,2,0.815,0.0245,0.0786,0.0392,0,218107,36,1987,1/1/1987,Love Is On A Roll - Single Version
Don Williams,[196248],0.616,0.271,0.614,84.795,-19.796,1,2,0.598,0.000951,0.111,0.0303,0,141067,35,1987,1/1/1987,(Turn Out The Light And) Love Me ******* - Single Version
Don Williams,[196248],0.494,0.349,0.518,170.119,-13.497,1,2,0.738,0.0193,0.11,0.0326,0,145427,39,1975,4/4/1975,(Turn Out The Light And) Love Me *******
Don Williams,[196248],0.574,0.187,0.439,114.566,-19.256,1,2,0.235,6.50E-05,0.147,0.0304,0,193933,29,1975,1/1/1975,***** In Love With A Rodeo Man
Don Williams,[196248],0.624,0.228,0.676,158.435,-19.145,1,5,0.771,0.000683,0.0956,0.031,0,180493,29,1975,1/1/1975,The ******* Of Your Eyes
Don Williams,[196248],0.745,0.511,0.946,80.938,-13.462,1,0,0.854,0.000355,0.17,0.0441,0,143693,34,1977,9/13/1977,Louisiana ******** *****
Don Williams,[196248],0.773,0.279,0.783,88.769,-20.459,1,5,0.569,0.00271,0.0609,0.0293,0,188160,36,1992,1/1/1992,Stay Young
