artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
Big Star,51992,0.359,0.205,0.279,72.249,-11.487,1,2,0.193,0,0.116,0.0282,0,207093,25,1972,1972,Give Me Another Chance
Big Star,51992,0.463,0.231,0.117,133.46,-11.451,1,7,0.629,0.000499,0.076,0.0271,0,212267,25,1972,1972,Try *****
Big Star,51992,0.373,0.85,0.629,114.029,-4.567,1,4,0.000199,0.0077,0.124,0.0342,0,168067,43,2009,1/1/2009,September Gurls
Big Star,51992,0.585,0.356,0.265,88.758,-12.365,1,2,0.569,3.81E-05,0.0848,0.0352,0,58907,22,1972,1972,ST *****
Big Star,51992,0.456,0.344,0.359,117.116,-10.296,0,0,0.565,9.19E-06,0.114,0.0298,0,154480,42,2009,1/1/2009,Thirteen
Big Star,51992,0.457,0.268,0.348,117.141,-14.371,0,0,0.674,5.77E-06,0.11,0.0319,0,154667,53,1972,1972,Thirteen
Big Star,51992,0.327,0.472,0.347,143.771,-9.442,1,1,0.043,0,0.0419,0.0309,0,260160,45,1972,1972,The Ballad Of El Goodo
Big Star,51992,0.48,0.721,0.59,124.901,-9.23,1,0,0.00391,0.0457,0.0902,0.0391,0,174733,38,1972,1972,In The Street
Big Star,51992,0.386,0.579,0.353,115.354,-8.884,1,2,0.000713,0.0177,0.113,0.0406,0,212907,30,1972,1972,Feel
Big Star,51992,0.442,0.763,0.919,127.366,-7.935,1,0,0.0299,0,0.299,0.0319,0,203533,28,1972,1972,When My Baby's Beside Me
Big Star,51992,0.263,0.834,0.277,133.011,-8.829,1,10,0.000641,0.237,0.11,0.0636,0,187533,28,1972,1972,Don't Lie To Me
Big Star,51992,0.381,0.383,0.384,87.551,-12.043,1,7,0.572,3.88E-05,0.0732,0.0257,0,223907,27,1972,1972,Watch The Sunrise
Daft Punk,667669,0.179,0.167,0.0399,124.266,-23.408,1,1,0.852,0.748,0.106,0.0394,0,162120,48,2010,1/1/2010,Solar Sailer
Daft Punk,667669,0.543,0.509,0.0694,99.974,-14.745,0,1,0.451,0.734,0.112,0.0418,0,205480,47,2010,1/1/2010,The Game Has Changed
Daft Punk,667669,0.83,0.884,0.735,124.304,-8.338,0,6,0.195,0.235,0.105,0.246,0,228293,46,1995,1995,Burnin' - Edit Version Edit Version
Daft Punk,667669,0.503,0.952,0.174,126.345,-9.308,1,1,0.268,0.272,0.875,0.572,0,244400,45,1997,1/16/1997,Fresh
Daft Punk,667669,0.58,0.786,0.558,126.004,-9.979,1,6,6.53E-05,0.207,0.461,0.0675,0,290840,50,2007,11/16/2007,Television Rules the Nation / Crescendolls
Daft Punk,667669,0.52,0.545,0.233,121.78,-12.67,0,11,0.00494,0.285,0.464,0.158,0,329653,50,2007,11/16/2007,Touch It / Technologic
Daft Punk,667669,0.104,0.0818,0.0378,72.639,-14.773,1,1,0.873,0.976,0.132,0.0483,0,148013,47,2010,1/1/2010,Overture
Daft Punk,667669,0.548,0.496,0.0973,102.062,-13.466,1,1,0.302,0.135,0.321,0.0355,0,96747,47,2010,1/1/2010,The Grid
Daft Punk,667669,0.577,0.539,0.0578,103.993,-14.684,1,1,0.481,0.575,0.108,0.0404,0,157707,47,2010,1/1/2010,Recognizer
Daft Punk,667669,0.883,0.743,0.336,111.019,-8.418,0,5,0.00695,0.796,0.0936,0.162,0,164560,44,1997,1/16/1997,Daftendirekt
Daft Punk,667669,0.804,0.719,0.569,126.874,-8.207,1,7,1.91E-05,0.926,0.0847,0.0835,0,297107,44,1997,1/16/1997,Phoenix
Daft Punk,667669,0.479,0.678,0.227,116.033,-12.17,1,2,0.00018,0.661,0.421,0.0758,0,387507,49,2007,11/16/2007,Robot Rock / Oh Yeah
Daft Punk,667669,0.45,0.846,0.414,124.239,-9.996,0,11,0.038,0.266,0.222,0.102,0,370533,49,2007,11/16/2007,One More Time / Aerodynamic
Daft Punk,667669,0.712,0.5,0.682,90.039,-11.948,0,9,0.825,0.314,0.106,0.0338,0,322147,58,2013,5/17/2013,The Game of Love
Daft Punk,667669,0.381,0.721,0.225,125.603,-9.967,0,5,0.000605,0.776,0.112,0.0464,0,421600,48,2007,11/16/2007,Too Long / Steam Machine
Daft Punk,667669,0.498,0.641,0.0372,90.017,-14.679,1,9,0.495,0.847,0.0999,0.0448,0,137640,46,2010,1/1/2010,Rinzler
Daft Punk,667669,0.702,0.297,0.0676,110.116,-14.116,0,10,0.894,0.485,0.103,0.0317,0,228507,58,2013,5/17/2013,Within
Daft Punk,667669,0.384,0.0475,0.033,95.997,-23.951,0,5,0.677,0.924,0.115,0.0372,0,122987,45,2010,1/1/2010,Armory
Daft Punk,667669,0.334,0.423,0.0859,100.058,-13.562,1,1,0.0173,0.994,0.0732,0.0348,0,93227,45,2010,1/1/2010,Arena
Daft Punk,667669,0.0963,0.12,0.0366,88.728,-19.769,0,1,0.707,0.91,0.129,0.05,0,251093,45,2010,1/1/2010,Adagio For TRON
Daft Punk,667669,0.28,0.651,0.206,179.972,-10.124,0,11,3.70E-05,0.932,0.203,0.0302,0,82613,45,2010,1/1/2010,Fall
Daft Punk,667669,0.724,0.783,0.3,111.833,-8.958,1,7,0.00021,0.49,0.295,0.176,0,51400,40,1997,1/16/1997,Funk Ad
Daft Punk,667669,0.98,0.486,0.823,123.206,-7.31,1,6,0.03,0.823,0.0995,0.251,0,173493,42,1997,1/16/1997,Teachers
Daft Punk,667669,0.814,0.73,0.646,123.494,-8.876,0,6,0.0392,0.00333,0.343,0.149,0,226413,48,2001,10/13/2001,"Harder, Better, Faster, Stronger"
Daft Punk,667669,0.571,0.449,0.172,113.165,-16.077,1,0,0.818,0.688,0.281,0.0382,0,162480,44,2010,1/1/2010,Outlands
Daft Punk,667669,0.716,0.648,0.789,104.022,-11.33,0,8,0.367,0.485,0.368,0.0337,0,290240,56,2013,5/17/2013,Beyond
Daft Punk,667669,0.4,0.756,0.0924,123.828,-8.423,0,11,0.00282,0.753,0.0695,0.0492,0,383627,56,2013,5/17/2013,Contact
Daft Punk,667669,0.799,0.66,0.391,125.909,-8.829,0,11,0.000996,0.446,0.313,0.175,0,362467,41,1997,1/16/1997,High Fidelity
Daft Punk,667669,0.934,0.76,0.864,121.302,-5.549,1,7,0.00417,0.906,0.0656,0.148,0,241467,51,2006,3/31/2006,Around the World - Radio Edit Radio Edit
Daft Punk,667669,0.45,0.278,0.0421,108.004,-14.318,1,1,0.95,0.646,0.185,0.034,0,202147,44,2010,1/1/2010,Flynn Lives
Daft Punk,667669,0.543,0.48,0.35,159.969,-14.551,1,2,0.433,0.886,0.117,0.0304,0,251440,44,2010,1/1/2010,Disc Wars
Daft Punk,667669,0.886,0.847,0.443,126.163,-8.296,1,11,0.0888,0.937,0.087,0.1,0,274733,40,1997,1/16/1997,Indo Silver ****
Daft Punk,667669,0.185,0.0362,0.0335,75.131,-27.285,0,9,0.499,0.74,0.11,0.0373,0,101680,43,2010,1/1/2010,Nocturne
Daft Punk,667669,0.87,0.875,0.715,124.298,-8.501,0,6,0.192,0.357,0.0804,0.205,0,414173,41,1997,1/16/1997,Burnin'
Daft Punk,667669,0.602,0.793,0.35,127.016,-10.462,0,10,0.000207,0.0476,0.686,0.0946,0,431507,46,2007,11/16/2007,Burnin' / Too Long
Daft Punk,667669,0.548,0.707,0.284,103.009,-14.902,0,4,0.512,0.922,0.105,0.0352,0,341653,54,2013,5/17/2013,***********
Daft Punk,667669,0.525,0.599,0.188,125.976,-12.666,1,6,0.261,0.021,0.717,0.0581,0,295227,45,2007,11/16/2007,Face to Face / Short Circuit
Daft Punk,667669,0.353,0.511,0.0499,86.249,-13.065,1,10,0.343,0.746,0.228,0.0341,0,279320,42,2010,1/1/2010,C.L.U.
Daft Punk,667669,0.956,0.795,0.841,121.294,-5.311,1,7,0.00356,0.889,0.0906,0.15,0,429533,70,1997,1/16/1997,Around the World
Daft Punk,667669,0.611,0.697,0.476,122.752,-8.618,1,2,0.0193,0,0.332,0.133,0,320357,75,2001,3/7/2001,One More Time
Daft Punk,667669,0.817,0.716,0.692,123.475,-8.898,0,6,0.0427,0.00263,0.358,0.144,0,224693,71,2001,3/7/2001,"Harder, Better, Faster, Stronger"
Daft Punk,667669,0.875,0.475,0.384,99.958,-12.673,0,9,0.44,0.72,0.046,0.0986,0,232667,68,2001,3/7/2001,********* About Us
Daft Punk,667669,0.644,0.664,0.53,124.726,-8.398,1,9,0.0481,0.862,0.342,0.0333,0,301373,64,2001,3/7/2001,Digital Love
Daft Punk,667669,0.775,0.585,0.518,109.942,-9.516,0,10,0.0422,0.619,0.077,0.0271,0,337560,75,2013,5/17/2013,Instant Crush (feat. Julian Casablancas)
Daft Punk,667669,0.806,0.7,0.892,111.215,-5.269,0,0,0.00196,0.891,0.267,0.0752,0,328680,60,1997,1/16/1997,Da Funk
Daft Punk,667669,0.874,0.437,0.963,117.79,-10.234,0,1,0.00135,0.0296,0.0293,0.0706,0,240173,60,2001,3/7/2001,Face to Face
Daft Punk,667669,0.604,0.687,0.119,106.896,-13.928,0,9,0.479,0.95,0.104,0.045,0,345187,63,2001,3/7/2001,Veridis Quo
Daft Punk,667669,0.669,0.743,0.279,119.882,-11.488,1,7,0.282,0.803,0.309,0.0494,0,227867,61,2001,3/7/2001,Voyager
Daft Punk,667669,0.624,0.911,0.135,122.902,-7.482,1,7,0.328,0.861,0.0727,0.0524,0,212547,59,2001,3/7/2001,Aerodynamic
Daft Punk,667669,0.59,0.787,0.598,111.926,-5.766,1,7,6.94E-06,0.845,0.0293,0.0512,0,287720,52,2005,3/1/2005,Robot Rock
Daft Punk,667669,0.745,0.716,0.828,126.527,-7.918,1,11,0.0265,0.846,0.246,0.136,0,335027,54,1997,1/16/1997,Revolution 909
Daft Punk,667669,0.812,0.516,0.633,127.498,-6.963,1,9,0.000369,1.09E-05,0.0991,0.224,0,284280,50,2005,3/1/2005,Technologic
Daft Punk,667669,0.696,0.75,0.937,124.048,-8.503,0,5,0.0035,0.922,0.0889,0.0721,0,211640,55,2001,3/7/2001,Crescendolls
Daft Punk,667669,0.619,0.739,0.675,140.875,-8.204,0,11,0.00405,0.00346,0.102,0.0792,0,237800,54,2001,3/7/2001,Superheroes
Daft Punk,667669,0.54,0.635,0.126,119.995,-10.071,1,1,0.00166,0.788,0.209,0.0519,0,104120,54,2010,1/1/2010,Derezzed - From TRON: Legacy/Score
Daft Punk,667669,0.543,0.775,0.0222,106.018,-17.616,0,0,0.901,0.902,0.258,0.052,0,95227,54,2010,1/1/2010,The Son of Flynn
Daft Punk,667669,0.822,0.791,0.21,130.059,-4.87,1,1,0.00108,0.621,0.0567,0.0414,0,448627,51,1997,1/16/1997,Rollin' & Scratchin'
Daft Punk,667669,0.723,0.716,0.0748,128.701,-6.407,0,3,5.42E-05,0.905,0.072,0.0437,0,316253,50,1997,1/16/1997,Alive
Daft Punk,667669,0.491,0.186,0.457,119.881,-29.512,1,0,0.845,0.916,0.109,0.0321,0,104467,53,2001,3/7/2001,***********
Daft Punk,667669,0.653,0.869,0.515,125.202,-9.393,1,8,0.00445,0.398,0.334,0.216,0,201800,53,2001,3/7/2001,High Life
Daft Punk,667669,0.788,0.616,0.696,119.037,-10.671,0,9,0.00286,0.549,0.0952,0.0337,0,275387,62,2013,5/17/2013,Give Life Back to Music
Daft Punk,667669,0.821,0.885,0.832,117.206,-6.996,1,11,0.00164,0.848,0.0851,0.0811,0,413600,49,1995,1995,Musique
Daft Punk,667669,0.535,0.558,0.215,109.69,-10.756,1,6,0.00461,0.824,0.0821,0.0741,0,206867,51,2001,3/7/2001,Short Circuit
Daft Punk,667669,0.691,0.582,0.512,127.02,-10.165,0,5,0.00212,0,0.177,0.301,0,600293,52,2001,3/7/2001,Too Long
Daft Punk,667669,0.697,0.548,0.977,133.005,-9.087,1,1,0.783,0.841,0.132,0.0561,0,289680,46,2005,3/1/2005,Make Love
Daft Punk,667669,0.648,0.671,0.533,122.891,-8.49,1,2,0.0348,0,0.376,0.104,0,235467,62,2006,3/31/2006,One More Time - Radio Edit Short Radio Edit
Daft Punk,667669,0.629,0.787,0.581,125.998,-8.399,0,5,0.00152,0.359,0.209,0.0646,0,342627,54,2007,11/16/2007,"Around the World / Harder, Better, Faster, Stronger"
Daft Punk,667669,0.568,0.928,0.181,122.892,-6.071,0,11,0.413,0.572,0.111,0.0733,0,370987,52,2003,12/1/2003,Aerodynamic - Daft Punk Remix
Daft Punk,667669,0.608,0.725,0.802,136.251,-4.367,1,0,0.00139,0.0546,0.0802,0.342,0,319880,46,2005,3/1/2005,Human After All
Daft Punk,667669,0.354,0.449,0.0397,195.983,-11.353,1,9,0.000513,0.778,0.344,0.03,0,156480,49,2010,1/1/2010,End of Line
Daft Punk,667669,0.43,0.829,0.0406,101.974,-9.142,0,1,1.62E-05,0.879,0.358,0.043,0,197827,49,2010,1/1/2010,TRON Legacy (End ******* - From TRON: Legacy/Score
Daft Punk,667669,0.74,0.682,0.41,113.201,-10.42,0,9,0.0692,0.53,0.381,0.0504,0,544627,62,2013,5/17/2013,Giorgio by Moroder
Sergio Mendes,2330,0.84,0.503,0.78,107.149,-13.006,1,9,0.304,2.74E-05,0.0683,0.03,0,242707,32,1987,1/1/1987,Alibis
Sergio Mendes,2330,0.739,0.842,0.939,116.26,-5.994,0,11,0.511,8.07E-06,0.0807,0.0702,0,285067,30,1977,1/1/1977,The Real Thing
Sergio Mendes,2330,0.563,0.145,0.498,152.085,-23.82,1,7,0.821,0.578,0.103,0.0363,0,189773,19,1966,1/1/1966,Sambinha Bossa Nova
Sergio Mendes,2330,0.277,0.643,0.472,175.115,-5.228,1,7,0.486,0,0.299,0.0375,0,279133,33,1978,1/1/1978,Bridges (Travessia)
Sergio Mendes,2330,0.639,0.403,0.324,132.56,-12.401,1,7,0.567,0,0.67,0.0349,0,255600,46,2009,1/1/2009,Never Gonna Let You Go
Sergio Mendes,2330,0.285,0.185,0.107,139.851,-15.843,1,0,0.806,0.000445,0.0693,0.0291,0,237227,29,1975,2/1/1975,The Trouble With ***** Is Goodbye
Sergio Mendes,2330,0.82,0.633,0.716,116.622,-13.816,1,9,0.129,0,0.0972,0.0745,0,216933,61,1992,6/17/1992,Magalenha
Sergio Mendes,2330,0.736,0.394,0.827,123.24,-13.392,1,5,0.602,0.94,0.104,0.0343,0,185187,39,1968,1/1/1968,Comin' Home Baby
Sergio Mendes,2330,0.747,0.928,0.87,100.065,-6.107,0,5,0.0297,1.75E-06,0.113,0.0824,0,262840,59,2006,1/1/2006,Mas Que ****
Sergio Mendes,2330,0.496,0.206,0.658,147.938,-21.195,0,2,0.893,0.745,0.157,0.0358,0,322200,26,1966,1/1/1966,Favela
Sergio Mendes,2330,0.599,0.303,0.569,88.505,-14.356,0,9,0.669,0.544,0.0857,0.0357,0,188200,24,1966,1/1/1966,So Danco Samba
Sergio Mendes,2330,0.719,0.584,0.792,129.228,-7.117,1,6,0.679,0,0.0988,0.0295,0,231600,34,1978,1/1/1978,Waters Of March
The Lovin Spoonful,52900,0.504,0.726,0.843,181.545,-8.259,1,0,0.366,3.61E-06,0.112,0.0307,0,154467,21,1965,Nov-65,Wild About My Lovin'
The Lovin Spoonful,52900,0.641,0.519,0.907,100.58,-11.375,1,0,0.489,3.76E-06,0.156,0.0301,0,166493,22,1966,Mar-66,It's Not Time Now
The Lovin Spoonful,52900,0.542,0.16,0.382,81.376,-17.728,1,0,0.91,0.784,0.108,0.035,0,159760,24,1967,Sep-67,Younger Generation - **** Remaster
The Lovin Spoonful,52900,0.601,0.841,0.963,96.212,-7.322,1,2,0.15,0.00013,0.0508,0.034,0,119307,24,1965,Nov-65,Fishin' *****
The Lovin Spoonful,52900,0.675,0.791,0.885,97.792,-5.327,1,1,0.0874,0,0.298,0.0428,0,155160,20,1965,Nov-65,My ****
The Lovin Spoonful,52900,0.592,0.483,0.719,126.499,-11.348,1,7,0.351,0,0.201,0.0475,0,161227,22,1967,Sep-67,Six O'Clock - **** Remaster
The Lovin Spoonful,52900,0.455,0.565,0.559,61.639,-7.71,1,5,0.303,0,0.196,0.0318,0,173867,19,1965,Nov-65,You Baby
The Lovin Spoonful,52900,0.489,0.721,0.882,99.361,-8.468,1,9,0.397,0,0.409,0.0331,0,115107,19,1966,Mar-66,There *** Is
The Lovin Spoonful,52900,0.299,0.453,0.39,122.09,-11.035,1,5,0.281,0,0.312,0.0404,0,179333,21,1967,Sep-67,*** Is Still A Mystery - **** Remaster
The Lovin Spoonful,52900,0.5,0.585,0.709,135.051,-9.213,1,7,0.468,0.000166,0.142,0.037,0,171680,24,1969,1969,Never Going Back
The Lovin Spoonful,52900,0.438,0.63,0.558,98.423,-9.833,1,2,0.201,0.804,0.29,0.0309,0,180800,18,1965,Nov-65,***** Owl *****
The Lovin Spoonful,52900,0.424,0.666,0.544,111.065,-9.986,1,10,0.0568,0.000131,0.111,0.0403,0,161107,13,1965,1965,Summer in the City - Remastered
The Lovin Spoonful,52900,0.42,0.606,0.859,140.261,-7.808,1,4,0.383,0,0.309,0.0597,0,110000,17,1965,Nov-65,On The Road *****
The Lovin Spoonful,52900,0.507,0.794,0.682,144.939,-7.078,1,7,0.24,0,0.0679,0.0633,0,148240,17,1965,Nov-65,The Other Side Of This Life
The Lovin Spoonful,52900,0.522,0.675,0.704,130.241,-7.445,1,10,0.47,0.00569,0.41,0.0328,0,167667,22,1969,1969,The Prophet
The Lovin Spoonful,52900,0.699,0.507,0.587,129.088,-11.726,0,4,0.426,0.000161,0.114,0.0543,0,147133,19,1966,Nov-66,Voodoo In My ******** - **** Remaster
The Lovin Spoonful,52900,0.598,0.682,0.368,115.697,-7.158,1,0,0.00207,0.927,0.076,0.0391,0,161747,15,1967,Sep-67,Speakin' Of Spoken
The Lovin Spoonful,52900,0.65,0.623,0.724,133.677,-6.769,0,3,0.517,2.29E-06,0.0655,0.0481,0,152347,14,1967,May-67,You're A Big Boy Now
The Lovin Spoonful,52900,0.428,0.341,0.509,179.295,-12.037,1,9,0.323,0.000352,0.0843,0.0311,0,192093,17,1966,Mar-66,Day *****
The Lovin Spoonful,52900,0.662,0.611,0.974,153.437,-8.604,1,5,0.39,0,0.457,0.0466,0,142040,18,1966,Mar-66,Bald Headed Lena
The Lovin Spoonful,52900,0.258,0.678,0.0818,141.097,-6.256,1,9,0.000741,0,0.161,0.0356,0,172627,21,1969,1969,Amazing Air
The Lovin Spoonful,52900,0.552,0.742,0.751,138.591,-7.963,1,0,0.218,0,0.339,0.0454,0,125827,67,1965,Nov-65,Do You Believe in Magic?
The Lovin Spoonful,52900,0.423,0.681,0.559,110.461,-9.756,1,10,0.0592,0.000177,0.0889,0.0397,0,160307,65,1966,Nov-66,Summer in the City - Remastered
The Lovin Spoonful,52900,0.822,0.332,0.834,110.802,-11.369,1,1,0.834,0,0.11,0.0506,0,139093,57,1966,Mar-66,Daydream
The Lovin Spoonful,52900,0.638,0.622,0.871,130.354,-10.035,0,1,0.809,0.00385,0.0416,0.0265,0,146400,43,1966,Mar-66,You Didn't Have To Be So Nice
The Lovin Spoonful,52900,0.789,0.501,0.945,120.214,-9.064,1,7,0.761,0,0.181,0.0342,0,119373,39,1965,Nov-65,Did You Ever Have to Make up Your Mind?
The Lovin Spoonful,52900,0.62,0.463,0.9,87.07,-11.032,1,3,0.512,0.0209,0.0429,0.0324,0,155173,41,1966,Mar-66,Butchie's Tune
The Lovin Spoonful,52900,0.776,0.451,0.742,89.575,-11.224,1,0,0.35,0,0.101,0.0405,0,154000,37,1966,Nov-66,Nashville Cats - **** Remaster
The Lovin Spoonful,52900,0.42,0.43,0.337,97.196,-8.944,1,7,0.0224,0.248,0.12,0.0244,0,214213,39,1967,May-67,Darling Be Home Soon
The Lovin Spoonful,52900,0.584,0.681,0.9,169.897,-7.587,1,10,0.151,0,0.114,0.109,0,114427,41,1969,1969,(Till I) Run With You
The Lovin Spoonful,52900,0.544,0.746,0.746,139.345,-7.782,1,0,0.188,0,0.334,0.0487,0,124800,28,1965,1965,Do You Believe in Magic?
The Lovin Spoonful,52900,0.448,0.0729,0.341,106.583,-20.502,0,11,0.965,0.000484,0.0981,0.0505,0,161307,37,1966,Nov-66,Coconut Grove - **** Remaster
The Lovin Spoonful,52900,0.59,0.26,0.541,118.771,-12.273,1,7,0.832,0,0.351,0.0386,0,137400,29,1965,Nov-65,Younger ****
The Lovin Spoonful,52900,0.79,0.514,0.961,120.227,-8.884,1,2,0.782,0,0.231,0.0336,0,118453,21,1965,1965,Did You Ever Have to Make up Your Mind?
The Lovin Spoonful,52900,0.825,0.35,0.835,110.747,-10.269,1,1,0.803,0,0.109,0.0492,0,139053,21,1965,1965,Daydream
The Lovin Spoonful,52900,0.604,0.329,0.659,112.455,-13.52,1,2,0.751,1.18E-06,0.162,0.0297,0,131040,29,1966,Nov-66,Rain On The Roof - **** Remaster
The Lovin Spoonful,52900,0.691,0.584,0.92,124.696,-8.988,1,0,0.521,0,0.114,0.0455,0,170467,25,1966,Mar-66,Jug Band Music
The Lovin Spoonful,52900,0.639,0.623,0.869,130.484,-9.911,1,4,0.81,0.00687,0.0786,0.0265,0,146640,19,1965,1965,You Didn't Have To Be So Nice
The Lovin Spoonful,52900,0.49,0.397,0.455,87.616,-9.754,1,9,0.213,7.76E-05,0.0457,0.0278,0,243600,24,1965,Nov-65,Sportin' Life
The Lovin Spoonful,52900,0.62,0.448,0.747,88.35,-9.782,1,2,0.35,0.0809,0.501,0.0414,0,147000,25,1966,Nov-66,Lovin' You - **** Remaster
The Lovin Spoonful,52900,0.626,0.609,0.956,92.874,-9.425,1,2,0.415,0,0.336,0.035,0,139800,24,1966,Nov-66,Darlin' Companion - **** Remaster
The Lovin Spoonful,52900,0.377,0.794,0.956,208.916,-7.433,1,2,0.223,5.58E-06,0.0901,0.0478,0,130600,23,1965,Nov-65,***** In The Bottle
The Lovin Spoonful,52900,0.415,0.313,0.359,97.167,-11.505,1,7,0.146,0.104,0.132,0.0271,0,213013,18,1965,1965,Darling Be Home Soon
The Lovin Spoonful,52900,0.673,0.482,0.711,115.982,-11.826,0,4,0.413,0,0.33,0.0366,0,120133,23,1966,Mar-66,Warm Baby
